uid,username,followers,post,comments,created at,hasZhuYilong
7167778013,爱居kitty,103,#朱一龙吴邪# ⚡#朱一龙重启之极海听雷#雷声响，铁三角登场！跟着朱一龙@朱一龙 吴邪开始探险之旅！寻找雷声里的秘密！ ​,6,1小时前,是
1664080805,男士健康,514823,#MH星运动# 近日网剧#重启之极海听雷#热播，片中饰演角色“坎肩”的青年演员#娃尔[超话]# 获得观众喜爱。今年23岁的娃尔已经在多部热门剧中带来精彩表现，私下里的他还是一位健身达人，拥有结实的肌肉线条及满满元气。高颜值，爱运动，这样的艺人你爱了吗！ ​,1,1小时前,否
5821809841,朱·墨桜,125616,#朱一龙[超话]#[憧憬] #朱一龙重启之极海听雷# 🍊 #朱一龙吴邪#   惊蛰花开思龙意， 静待桀骜少年郎， 愿你半生壮阔半生隅， 天真疏朗永无邪。  朱一龙 吴邪@朱一龙 ​,0,1小时前,是
3041712395,小乖爱nichkhun,236,#朱一龙重启之极海听雷# ⚡ #朱一龙吴邪# ⚡#无价之邪# ⚡ #重启# ⚡ #重启之极海听雷#   朱一龙真的太好了，温柔细腻又坚强！好好看剧，珍惜他的表演，今晚八点，重启不见不散@朱一龙   http://t.cn/A6ymF5iS ​,2,1小时前,是
2291029687,美式加奶是拿铁,582,#朱一龙重启之极海听雷# [奥特曼]#朱一龙吴邪# [奥特曼]#朱一龙2020爱你不停##朱一龙2020并肩前行#  以光影致敬光阴，见证祖国的发展。2020年，祝福我们的祖国明天更美好！  http://t.cn/A6vpP6q2 ​​​,4,1小时前,是
5664236364,添福宝粉丝,11407,#重启之极海听雷##黄俊捷#  小哥唯粉的日常捕捉@黄俊捷H ​,0,1小时前,否
2561306273,3丶I4159,1255,#重启之极海听雷#  上一秒还奇怪陈文锦的人设怎么变了 下一秒吴邪@朱一龙 就提出了官方疑问 果然这是大家有目共睹的 二叔忽悠起人来一套一套的  连吴邪都听不下去了[允悲] ​,0,1小时前,是
6968259218,语笑嫣然0825,421,#朱一龙重启之极海听雷#  ⚡ #朱一龙吴邪# ⚡#重启之极海听雷# ⚡#吴邪大战皮俑#   刘丧失手从绳子上滑落，吴邪出手相救，掉进了地宫怪物堆里被围攻，吴邪大战皮俑。快点来看看吧 朱一龙吴邪｜朱一龙重启之极海听雷@朱一龙 http://t.cn/A6y1FBca ​ ​​​,2,1小时前,是
6104203233,一些事情不过向往,169,#重启之极海听雷##张起灵救吴邪# 盗墓笔记影视化想真的出圈就好好拍悬疑解谜，原著粉其实很多，不然第一部剧不会拍的那么烂还那么红。 演员粉想造梗吸引路人的心情大家都理解，但是人皮俑的梗真的出圈了吗？抖音上热度高是图猎奇好玩，还是真想来追剧？虽然说来看剧就是好的，但是热爱狗血言情的人，点 ​,6,1小时前,否
6583905566,为美人披战甲,198,#朱一龙重启之极海听雷# 我觉得二叔平时在家闲着没事，肯定看了好多家庭伦理剧，不然怎么能编出这么一场五角大戏呢。 ​,0,1小时前,是
6504712298,瑤池毒藥,1860,#朱一龙重启之极海听雷# 我们启子争气！！！又破8000了！！ ​,0,1小时前,是
6604521076,谁的七七掉了,101,#朱一龙吴邪#  [悲伤]#朱一龙重启之极海听雷# 看了一万次，我还是要振臂高呼，朱一龙就是帅！！么么！！朱一龙重启之极海听雷吴邪@朱一龙 ​,0,1小时前,是
1659416344,饮雪歌观望中,466,一部分人：这才几集就开始注水？后面还有法看？？ 另一部分人：这才刚12集算哪门子注水？再往后看看呢？ 角度不同，心态不同，但讲真上一辈的故事您可别再墨迹了吧，难受[允悲] #重启之极海听雷# ​,0,1小时前,否
6599467239,半截龙子衣,283,喜欢这段 吴邪不甘又决绝的眼神 看的好紧张，可惜我不会调亮  ps：湿漉漉的吴小狗也好好看  #朱一龙吴邪# 👍🏻  #朱一龙重启之极海听雷# (@朱一龙 朱一龙🐉 ) http://t.cn/A6yBBmYF ​,0,1小时前,是
5482528363,朴羽朴羽,37,#重启之极海听雷[超话]#在爱奇艺评论里看到的二叔的情书哈哈哈哈哈哈哈哈笑死我(虽然知道那个年代的情书可能都是这个样子) ​,0,1小时前,否
2467668423,大道至简-徐徐图之,898,#铁三角大战皮俑# [可怜]#吴邪大战皮俑#  吴邪拿打火机要同归于尽，皮俑姐姐拦住他！ 吴邪被救走，最后反手拉住了皮俑姐姐的手！ 这绝美的千年之恋是双箭头啊！[爱你][爱你][爱你] #朱一龙吴邪# [憧憬]#朱一龙重启之极海听雷# ​,4,2小时前,是
3179593773,Y超想养只猫,615,#朱一龙重启之极海听雷# ✨ #朱一龙吴邪# ✨ #重启之极海听雷# 重启花絮里，朱一龙打得满身泥后立刻云淡风轻得去确认镜头效果，他真的心里只有戏，认真工作敬业的朱一龙[赞]@朱一龙  http://t.cn/A6y3FfaI ​,2,1小时前,是
5677427650,乌龙纯茶,305,#重启之极海听雷# 爱奇艺热度8000啦 [羞嗒嗒]我今天才知道原来快进 倍速 观看没超过15分钟不算播放量呀 #朱一龙重启之极海听雷# ​,0,1小时前,是
1670145934,罗汐,99,#重启之极海听雷#   目前重启里关于当年考古队的几个疑点： 1. 二叔第三集的时候才知道母雪海这人，但是他给吴邪讲当年考古队的事情的时候，怎么又知道母雪海发疯了？ 2. 陪葬坑里那具攻击吴邪干尸也是当年考古队的，是谁？ 3. 齐晋的工作服为什么会留在船上？ 4. 那根隐藏的磁带谁藏的？ ​,2,1小时前,否
2561306273,3丶I4159,1255,#重启之极海听雷#  上一秒还奇怪陈文锦的人设怎么变了 下一秒吴邪@朱一龙 就提出了官方疑问 果然这是大家有目共睹的 二叔忽悠起人来一套一套的  连吴邪都听不下去了[允悲] ​,0,1小时前,是
6968259218,语笑嫣然0825,421,#朱一龙重启之极海听雷#  ⚡ #朱一龙吴邪# ⚡#重启之极海听雷# ⚡#吴邪大战皮俑#   刘丧失手从绳子上滑落，吴邪出手相救，掉进了地宫怪物堆里被围攻，吴邪大战皮俑。快点来看看吧 朱一龙吴邪｜朱一龙重启之极海听雷@朱一龙 http://t.cn/A6y1FBca ​ ​​​,2,1小时前,是
6104203233,一些事情不过向往,169,#重启之极海听雷##张起灵救吴邪# 盗墓笔记影视化想真的出圈就好好拍悬疑解谜，原著粉其实很多，不然第一部剧不会拍的那么烂还那么红。 演员粉想造梗吸引路人的心情大家都理解，但是人皮俑的梗真的出圈了吗？抖音上热度高是图猎奇好玩，还是真想来追剧？虽然说来看剧就是好的，但是热爱狗血言情的人，点 ​,6,1小时前,否
6583905566,为美人披战甲,198,#朱一龙重启之极海听雷# 我觉得二叔平时在家闲着没事，肯定看了好多家庭伦理剧，不然怎么能编出这么一场五角大戏呢。 ​,0,1小时前,是
6504712298,瑤池毒藥,1860,#朱一龙重启之极海听雷# 我们启子争气！！！又破8000了！！ ​,0,1小时前,是
6604521076,谁的七七掉了,101,#朱一龙吴邪#  [悲伤]#朱一龙重启之极海听雷# 看了一万次，我还是要振臂高呼，朱一龙就是帅！！么么！！朱一龙重启之极海听雷吴邪@朱一龙 ​,0,1小时前,是
1659416344,饮雪歌观望中,466,一部分人：这才几集就开始注水？后面还有法看？？ 另一部分人：这才刚12集算哪门子注水？再往后看看呢？ 角度不同，心态不同，但讲真上一辈的故事您可别再墨迹了吧，难受[允悲] #重启之极海听雷# ​,0,1小时前,否
6583905566,为美人披战甲,198,#朱一龙重启之极海听雷# 我觉得二叔平时在家闲着没事，肯定看了好多家庭伦理剧，不然怎么能编出这么一场五角大戏呢。 ​,0,1小时前,是
2361298085,天命風流君子之交淡如水-雅,1413,#盗墓笔记重启之极海听雷# 啊！我又在榜单！所以这部剧该打哪个tag才能贡献热度啊[允悲][允悲][允悲] ​,0,1小时前,否
6504712298,瑤池毒藥,1860,#朱一龙重启之极海听雷# 我们启子争气！！！又破8000了！！ ​,0,1小时前,是
6604521076,谁的七七掉了,101,#朱一龙吴邪#  [悲伤]#朱一龙重启之极海听雷# 看了一万次，我还是要振臂高呼，朱一龙就是帅！！么么！！朱一龙重启之极海听雷吴邪@朱一龙 ​,0,1小时前,是
1659416344,饮雪歌观望中,466,一部分人：这才几集就开始注水？后面还有法看？？ 另一部分人：这才刚12集算哪门子注水？再往后看看呢？ 角度不同，心态不同，但讲真上一辈的故事您可别再墨迹了吧，难受[允悲] #重启之极海听雷# ​,0,1小时前,否
6599467239,半截龙子衣,283,喜欢这段 吴邪不甘又决绝的眼神 看的好紧张，可惜我不会调亮  ps：湿漉漉的吴小狗也好好看  #朱一龙吴邪# 👍🏻  #朱一龙重启之极海听雷# (@朱一龙 朱一龙🐉 ) http://t.cn/A6yBBmYF ​,0,1小时前,是
5482528363,朴羽朴羽,37,#重启之极海听雷[超话]#在爱奇艺评论里看到的二叔的情书哈哈哈哈哈哈哈哈笑死我(虽然知道那个年代的情书可能都是这个样子) ​,0,1小时前,否
2467668423,大道至简-徐徐图之,898,#铁三角大战皮俑# [可怜]#吴邪大战皮俑#  吴邪拿打火机要同归于尽，皮俑姐姐拦住他！ 吴邪被救走，最后反手拉住了皮俑姐姐的手！ 这绝美的千年之恋是双箭头啊！[爱你][爱你][爱你] #朱一龙吴邪# [憧憬]#朱一龙重启之极海听雷# ​,4,2小时前,是
2515234247,蔓延78,28,朱一龙是一个演员。他给自己的定位就是一个演员，朱一龙尊重演员这个职业，朱一龙认真对待每一个角色。不管是业务水平，工作态度，朱一龙先生都对得起演员这个名字。在重启之极海听雷中，朱一龙先生用心塑造了吴邪这个人物。请专心欣赏他的表演，感受朱一龙呈现给我们的角色，仅此而已！另请别有用心的 ​,0,1小时前,是
7046729620,花惜禾_,2189,#朱一龙重启之极海听雷# ⚡️ #朱一龙吴邪# ⚡️ #重启之极海听雷# ⚡️ #朱一龙演技#  啊啊啊啊这小jiojio太可爱了，实名心动了🌸  朱一龙重启吴邪 @朱一龙 ​,1,1小时前,是
6601240152,萧瑾慕辰,247,#张起灵救吴邪#｜#重启之极海听雷#   “如果真的有神明，那他一定是张起灵。”  － http://t.cn/A6yBECJr ​,2,2小时前,否
6590992949,小火冲鸭冲,335,#朱一龙重启之极海听雷# [可怜]#朱一龙吴邪# [太开心]#朱一龙盗墓笔记重启#   南京鼓楼东，北极阁气象博物馆221号储物柜，新年快乐。——《盗墓笔记重启之极海听雷》@朱一龙 ​,0,1小时前,是
3611482080,漠问尘,21518,#重启之极海听雷#   神尼玛的这是母学海，老子差一点真信了 ​,10,12小时前,否
5669176744,十六衠,452,#朱一龙重启之极海听雷#  [给力]#重启#  [给力]#重启之极海听雷#  [给力]#朱一龙吴邪#  这世间青山灼灼星光杳杳，春风翩翩晚风渐渐，也抵不过你眉目间的星辰点点  朱一龙吴邪@朱一龙 ​,0,1小时前,是
6939310753,那么开心2020,183,#重启之极海听雷# ⚡#朱一龙吴邪# ⚡#张起灵救吴邪#连续八天第一，开播即第一！重启牛批！朱一龙牛批！@朱一龙 ​,5,2小时前,是
6594130056,猛楠来吃个小橘吧,1866,#朱一龙重启之极海听雷# 朱一龙吴邪#朱一龙吴邪# @朱一龙  #重启之极海听雷#我正在爱奇艺看重启之极海听雷第一季第11集，快来 @爱奇艺 一起看！http://t.cn/A6yB1Eak ​,0,1小时前,是
6314912633,穆晗韵,97,#朱一龙重启之极海听雷# 🌟#朱一龙吴邪# 🌟#朱一龙2020爱你不停# 🌟#朱一龙2020并肩前行# 7.23积分贴，不吞必回 道是玉面小郎君，却已见尽世间事。顾一生，得兄弟二人如手足，便是那千般险，也肯涉。期待朱一龙饰演的吴邪，重启铁三角异幻旅程!朱一龙@朱一龙 ​,11,1小时前,是
6594130056,猛楠来吃个小橘吧,1866,#朱一龙重启之极海听雷# 朱一龙吴邪#朱一龙吴邪# @朱一龙  #重启之极海听雷# 差2！！！爱奇艺热度马上破8000！！！！！ 大家多看剧多发弹幕多分享！！！ 加油加油加油加油加油 ​,1,1小时前,是
3118634113,包子云飘飘,176,#重启之极海听雷# 铁三角之间是过命的交情，他们之间的相处是与外人不同的，他们三人一起时以及瓶邪、胖邪、胖瓶分别相处时又会有不一样的表现，他们是真的不是亲人胜似亲人，这也是cp能嗑起来的基础，是一切的大前提。不管嗑不嗑cp嗑哪对cp，这种实打实的兄弟情和亲情都是不能被抹杀的。  前十集明明 ​,0,1小时前,否
1790942835,錦衣夜行焱十一,5439488,[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌]#朱一龙重启之极海听雷#  包妹开心看剧，专注自家，不给憨批眼神[嘻嘻] ​,189,4小时前,是
6749511953,朱一龙家的兔子2,73,#朱一龙重启之极海听雷#  [赞]#朱一龙吴邪# [赞]#重启之极海听雷# 雷声的秘密已开启，未知的世界探索寻觅，来优酷爱奇艺搜索朱一龙重启之极海听雷，和小三爷一起冒险吧[憧憬]@朱一龙 ​,0,1小时前,是
6086718413,花间一滴雨,286,#重启之极海听雷#看到大家好多都在吐槽昨晚的更新 但我个人真的觉得是没有什么大问题的 而且我是投在电视上看 所以甚至没有开倍速  在我看来 一部电视剧里不可能从头到尾都在讲主角的故事 这两集只是交代了一些必要的剧情而已 我个人觉得三叔的故事里每一个角色都很鲜明 尤其是在重启里 是真的没有水的 ​,2,1小时前,否
5162312898,月光泥沼,2129,#朱一龙重启之极海听雷# |#朱一龙吴邪#   这里有点像暗黑娃娃  朱一龙《重启》吴邪@朱一龙 ​,11,1小时前,是
2975792265,十年之约--静候灵归,4788,#重启之极海听雷# @Anou阿诺 偶然间看了一眼演员表，天呐！这是真的吗？大当家#冒个泡# ​,4,1小时前,否
6067860988,哎_婭_喂,1115,#朱一龙重启之极海听雷# 🍊#朱一龙吴邪#  🍊#重启之极海听雷# 🍊#朱一龙2020并肩前行# 那里一定有些什么我可以在将来与你分享，一定有些什么可以让我不断成长。它像在浇灌我心里的树，为什么要限制自己生长的可能呢？我想我每一个瞬间都在准备着，看自己变成更好的自己。 （6评，互捞） @朱一龙  ​,5,1小时前,是
1642904381,优酷,24724215,#重启之极海听雷#【听雷小剧场】持续放料！同款爱豆纹身、随时随地表忠心、十级变脸选手，因为仰慕努力变成你的样子……论刘丧@刘畅木法沙 一个迷弟的自我修养[作揖]#重启官宣加更##重启酷爆了# http://t.cn/A6y1nneo ​,33,16小时前,否
1881817870,落·涟漪Lone,244811,#朱一龙重启之极海听雷#   记录更新中// [羞嗒嗒] //7月15-22日// v榜数据   9.06-9.17-9.14-9.23-9.15-9.14-9.13-9.25 9.25新高哦[赞] 八连冠，唯一破九[加油][加油]稳住！继续冲！！  朱一龙🐮🍺@朱一龙 ​,51,2小时前,是
1883979502,商小略,1141290,#铁三角大战皮佣# 不要被吴邪踩虫子的表象迷惑！吴邪组成头部，小哥组成四肢！胖子当躯体稳稳当当！我们铁三角还是默契十足的！还很英勇！！！冲啊铁三角！#重启之极海听雷# 顺说特效真的牛批！ http://t.cn/A6yBTC2O ​,20,3小时前,否
2729902997,娱小包,3449391,#张起灵救吴邪##重启之极海听雷#，三人被困险境，吴邪被皮俑姐姐拉住没被就上来，小哥及时出现，一把将吴邪拉出墓穴！不亏是救人担当，有小哥在，就是放心！ ​,72,1小时前,否
1883979502,商小略,1141290,#铁三角大战皮佣# 不要被吴邪踩虫子的表象迷惑！吴邪组成头部，小哥组成四肢！胖子当躯体稳稳当当！我们铁三角还是默契十足的！还很英勇！！！冲啊铁三角！#重启之极海听雷# 顺说特效真的牛批！ http://t.cn/A6yBTC2O ​,20,3小时前,否
2729902997,娱小包,3449391,#张起灵救吴邪##重启之极海听雷#，三人被困险境，吴邪被皮俑姐姐拉住没被就上来，小哥及时出现，一把将吴邪拉出墓穴！不亏是救人担当，有小哥在，就是放心！ ​,72,1小时前,否
2260152041,甜橘抱抱果,253,二叔这段对众人说的话 也是吴邪心里想对二叔说的吧 #朱一龙重启之极海听雷# 朱一龙的眼睛会说话[可怜] ​,0,1小时前,是
7152623254,无辜的秃指甲,116,#朱一龙[超话]##朱一龙吴邪# [微风][太阳]#朱一龙重启之极海听雷# 想看这个！！妈呀！太帅了有木有！！[憧憬][憧憬]朱一龙可爱的小龙尾巴@朱一龙 ​,0,1小时前,是
2740612297,拢龙的泡泡爱吃辣了MH,158,#朱一龙重启之极海听雷#  ⚡️#朱一龙吴邪# 雷起语未歇，万物惊声怯。期待 重启之极海听雷，期待青年演员朱一龙饰演的吴邪@朱一龙 ​,3,1小时前,是
5894076840,永远pick我叔的林染吖,122,昨晚上看小哥砍人手贝看的我做了个梦，梦到我get了小哥同款小黑金，也卡在腰上。 帅不帅不知道，只记得挺磕腰的。 #朱一龙盗墓笔记重启##重启之极海听雷##张起灵救吴邪# ​,3,2小时前,是
5060039026,LQ-暖橘,1106,#朱一龙重启之极海听雷# 🌩️ #朱一龙吴邪# 🌩️ #重启之极海听雷#   『朱一龙早安[太阳]』  “我发现昨天很喜欢你，今天也很喜欢你，而且有预感明天也会喜欢你。” @朱一龙 ​,0,1小时前,是
6993171208,汤圆拍了拍启子并说,189,#朱一龙重启之极海听雷# 我们避不开伤害，要相视而笑，生命里总会遇到，艰难的动摇，星星像钻石落下，人们在追寻答案 ​,1,1小时前,是
7222907117,林深雁,11891,#朱一龙重启之极海听雷# ✨#朱一龙吴邪#✨ #重启之极海听雷#✨ #朱一龙2020爱你不停#  名利也好 强权也罢 不能护你一世周全 我要它何用   ​​​ ​​​ฅ 朱一龙 ฅ@朱一龙 ​,0,1小时前,是
7222907117,林深雁,11891,#朱一龙重启之极海听雷# ✨#重启之极海听雷#✨ #朱一龙吴邪#  ✨ #朱一龙2020爱你不停#  和夏天不睡午觉相比更难的 是我不喜欢你   ​​​ ​​​ฅ 朱一龙 ฅ@朱一龙 ​,1,1小时前,是
7381774757,优设,1002491,#重启之极海听雷#  情节越来越精彩，配色也一样！ 单方面决定这些，就是今年的秋冬流行色啦！  #盗墓笔记重启# ​,101,11小时前,否
7222907117,林深雁,11891,#朱一龙重启之极海听雷# ✨#朱一龙吴邪#✨ #重启之极海听雷#✨ #朱一龙2020爱你不停#  西风微风轻轻起 我好喜欢你   ​​​ ​​​ฅ 朱一龙 ฅ@朱一龙 ​,2,1小时前,是
5733288933,fangzf203,292,#重启之极海听雷# ⚡#朱一龙吴邪#⚡#朱一龙重启之极海听雷#    重启征程，初心不改。一场惊心动魄的旅程，一次久别重逢的相聚，新篇章，新境遇，等你来开启！  朱一龙吴邪  @朱一龙 ​​​,2,1小时前,是
5510215209,西小贝95,207,#朱一龙重启之极海听雷# [羞嗒嗒]#朱一龙盗墓笔记重启# 「朱一龙」喜欢！喜欢！喜欢！比心！比心！比心！我龙绝美@朱一龙 ​,0,1小时前,是
6329681324,呼呼小芋泥,127,#朱一龙重启之极海听雷# [心]#朱一龙吴邪# 没剧的日子这么长，吴邪来了咱们高兴做好自己该做的就好啦，时刻记住专注自家，该夸夸，谁想管我真是脑子进水了，谁还不是中华人民共和国公民了，谁比谁高贵，朱一龙演谁我都喜欢，不管傅红雪，小鬼王还是吴邪，朱一龙就是棒，有本事把这么多角色都演的这么合 ​,0,1小时前,是
6001947890,江南爷,87,#朱一龙重启之极海听雷# 🍊 #朱一龙吴邪# 🍊 #重启之极海听雷# 🍊 #朱一龙2020并肩前行# 🍊 #朱一龙2020爱你不停#   『0723积分贴』  『朱一龙』吴邪@朱一龙 欲点燃沼气和怪物同归于尽，他能安然无恙逃出地宫吗？ #吴邪大战皮俑# 🍊 #重启酷爆了# http://t.cn/A6y1gt5i ​​​,6,1小时前,是
6872060097,奶龙居0416生日快乐,123,#朱一龙重启之极海听雷# 🌟#朱一龙吴邪# 🌟#重启之极海听雷#🌟#朱一龙2020爱你不停# 🌟#朱一龙2020并肩前行#  【朱一龙】去年今日此门中，我还想要你更红。黑子不知何处去，我们一起笑春风。‖朱一龙@朱一龙  http://t.cn/A6yWRYpU ​​​,1,1小时前,是
2719606713,linlinsome,220,#铁三角大战皮俑#[憧憬]#朱一龙吴邪# [憧憬]#朱一龙重启之极海听雷#  昨晚那段开头的那段大战实在太刺激了，密密麻麻的皮俑从四面八方过来，想想都觉得窒息[抓狂][抓狂] 吴邪为了不连累大家，想点火同归于尽真的很决绝，好心疼 另外我觉得吴邪清醒后无助迷茫懊悔地看着胖子，朱一龙先生演得太好了 ​,0,1小时前,是
2294346402,舞月-橘-微风,258,#重启之极海听雷# 🌟#朱一龙重启之极海听雷# 🌟#朱一龙吴邪# 🌟#朱一龙2020爱你不停# 🌟#朱一龙2020并肩前行# 🌟 7月23日，签到打卡第259天！ 朱一龙先生，爱你哟！ @朱一龙 ​​​,0,1小时前,是
7222907117,林深雁,11891,#朱一龙重启之极海听雷# ✨#重启之极海听雷#✨ #朱一龙吴邪#  ✨ #朱一龙2020爱你不停#  我想要带你去所有的地方 把全部幸福都藏在你身上   ​​​ ​​​ฅ 朱一龙 ฅ@朱一龙 ​,0,1小时前,是
1642904381,优酷,24724215,#重启之极海听雷#【听雷小剧场】持续放料！同款爱豆纹身、随时随地表忠心、十级变脸选手，因为仰慕努力变成你的样子……论刘丧@刘畅木法沙 一个迷弟的自我修养[作揖]#重启官宣加更##重启酷爆了# http://t.cn/A6y1nneo ​,33,16小时前,否
1881817870,落·涟漪Lone,244811,#朱一龙重启之极海听雷#   记录更新中// [羞嗒嗒] //7月15-22日// v榜数据   9.06-9.17-9.14-9.23-9.15-9.14-9.13-9.25 9.25新高哦[赞] 八连冠，唯一破九[加油][加油]稳住！继续冲！！  朱一龙🐮🍺@朱一龙 ​,51,2小时前,是
1883979502,商小略,1141290,#铁三角大战皮佣# 不要被吴邪踩虫子的表象迷惑！吴邪组成头部，小哥组成四肢！胖子当躯体稳稳当当！我们铁三角还是默契十足的！还很英勇！！！冲啊铁三角！#重启之极海听雷# 顺说特效真的牛批！ http://t.cn/A6yBTC2O ​,20,3小时前,否
2729902997,娱小包,3449391,#张起灵救吴邪##重启之极海听雷#，三人被困险境，吴邪被皮俑姐姐拉住没被就上来，小哥及时出现，一把将吴邪拉出墓穴！不亏是救人担当，有小哥在，就是放心！ ​,72,1小时前,否
6379967438,江江不吃姜JJ,61,#重启之极海听雷# 今晚两集是哪个编剧写的，自己站出来吧，看看观众是怎么吐槽的。@南派三叔 @编剧玫含_ @编剧赵柳逸@编剧黎藻  我就是你们嘴里说的普通路人，自来水，看完四集之后才整的爱奇艺会员，为了看细节又整了优酷会员。我不需要你们特意整sb剧情来“体谅”，不用找借口了。这两集就是不行，就 ​,12,13小时前,否
2260152041,甜橘抱抱果,253,二叔这段对众人说的话 也是吴邪心里想对二叔说的吧 #朱一龙重启之极海听雷# 朱一龙的眼睛会说话[可怜] ​,0,1小时前,是
7152623254,无辜的秃指甲,116,#朱一龙[超话]##朱一龙吴邪# [微风][太阳]#朱一龙重启之极海听雷# 想看这个！！妈呀！太帅了有木有！！[憧憬][憧憬]朱一龙可爱的小龙尾巴@朱一龙 ​,0,1小时前,是
6226312420,Cara瑾瑾,558,#朱一龙吴邪# [赞]#朱一龙重启之极海听雷#   朱一龙是一个较真的人，因为他是一名演员，呈现最好的表演是他对喜爱的观众的回馈@朱一龙 ​,0,1小时前,是
2740612297,拢龙的泡泡爱吃辣了MH,158,#朱一龙重启之极海听雷#  ⚡️#朱一龙吴邪# 雷起语未歇，万物惊声怯。期待 重启之极海听雷，期待青年演员朱一龙饰演的吴邪@朱一龙 ​,3,1小时前,是
1644675407,追剧十三妹,1725539,#重启之极海听雷#  @演员-董宛鑫 感谢为女皮俑这个角色的辛苦付出！ ​,0,1小时前,否
5951219126,影视剧学长,3223014,朱一龙#重启之极海听雷# 吴邪放狠话前动耳朵这里！啊啊啊啊啊啊啊我不会了啊啊啊啊啊[憧憬] ​,107,12小时前,是
6835565360,朱玉氏,1840,#张起灵救吴邪# [憧憬]#朱一龙吴邪# [憧憬]#重启之极海听雷# [憧憬]#朱一龙重启之极海听雷#   呜呜呜，小哥救吴邪这里，这个景也太好看了  朱一龙@朱一龙 动图源自水印 ​,2,2小时前,是
6601774167,平素有酒一杯,33,#朱一龙重启之极海听雷# [并不简单]#朱一龙吴邪# 刚刚有个小可爱问我怎么知道二叔讲的故事是瞎编的……想想可怜的论文男母雪海，二叔一开始压根不知道有母雪海这号人的存在，还让京叔去查，结果告诉吴邪娃儿的时候那叫一个如数家珍、上帝视角，二叔江湖老狐狸实锤[doge]，接下来就看吴邪娃儿上不上当了 ​,0,1小时前,是
2625731221,白日龙梦,320,#朱一龙重启之极海听雷#🌊 #重启之极海听雷#⚡#朱一龙吴邪#   🏝 我喜欢春天的花，夏天的雨，秋天的风，冬天的雪和四季里的你。超爱朱一龙～(^з^)-♡ @朱一龙 ​,0,1小时前,是
2361298085,天命風流君子之交淡如水-雅,1413,#张起灵救吴邪#  2015初启 VS 2020重启 历史是惊人的相似！ 善良的天真为了救别人准备牺牲自己  然而  霸道瓶子：有我在，不许你天真死！！！！[doge][doge][doge]  #盗墓笔记重启之极海听雷##盗墓笔记超级季播剧# #初代剧版瓶邪# #三代剧版瓶邪# http://t.cn/A6yBuVvV ​,2,1小时前,否
7062808135,蓝蓝祝朱一龙宝贝0416生日快乐,409,#朱一龙吴邪# 🍊#朱一龙重启之极海听雷# 🍊#重启# 🍊#重启之极海听雷# 🍊#张起灵救吴邪#   你是长白山头千年雪，苍茫难盖天真无邪；你是西子湖上半弦月，长命难抵阴晴圆缺；你是藏地寺前跏趺结，人心难测连环难解；你是沙丘漠上一孤烟，伤疤难遮心头热血；你是人间看见的最终绝色，你是吴邪。 ​,1,1小时前,是
5533794395,橘子居酱,197,#朱一龙2020爱你不停# 🍊 #朱一龙吴邪# 🍊 #朱一龙重启之极海听雷# 🍊#朱一龙2020并肩前行#  做自己的保护神，让自己强大起来。朱一龙，未来可期@朱一龙 ​,6,1小时前,是
1502303780,胡思乱想的花,325,#羡慕女皮俑# [为爱发光] #朱一龙吴邪# 🍊 #重启之极海听雷#   🍋🍋🍋  哪个不羡慕小笼包不羡慕女皮佣🙃🙃🙃@朱一龙 ​朱一龙 ​,0,1小时前,是
6504666585,宴亭永昼喧萧鼓,157,#朱一龙吴邪# [太阳]#朱一龙重启之极海听雷# [憧憬]#重启之极海听雷# [太阳] 朱一龙吴邪@朱一龙  我见众生皆无意，而你胜人间。 ——曲小蛐《你胜人间》 ​,0,2小时前,是
6009255057,雪儿的红发带416,183,#朱一龙吴邪# 🍊 #朱一龙重启之极海听雷# 🍊 #重启之极海听雷# 『朱一龙』要努力向上，做一个善良可爱的人，我在尽自己最大的努力让自己变得更好，其实.我不想做阳光，我更希望自己是阳光下的植物，因为有你这个人间小太阳在，我难免就会想着偷偷懒，做一株植物有时候也挺好，我可以为比我小的遮风 ​,0,2小时前,是
6000979954,阿盏布知道,127,张起灵戏份少也要怪我们吗？还造谣说我们演员防爆新人剪了张起灵的戏份，怎么我们家演员还领了编剧和剪辑师的工资吗？我知道在瓶邪CP粉心中嗑糖才是头等大事，但是请记住重启之极海听雷的编剧是南派三叔，嫌弃张起灵戏份少的请去找南派三叔，让他给张起灵加戏，对戏份有什么不满请找@南派三叔 和 ​,1,2小时前,否
6458567418,明星圈侦探,153666,#朱一龙[超话]# 吴邪和人皮佣爱情缠绵#重启之极海听雷#吴邪和人皮俑爱情缠绵，奇怪的cp感又增加了 http://t.cn/A6yBuvqd ​,0,2小时前,是
6602256072,6688217都能用了,243,#往下跳别名吴邪遗书#[泪]#朱一龙重启之极海听雷#[泪]#朱一龙吴邪#[泪]#重启之极海听雷# ​​​[泪]#吴邪大战皮俑##羡慕女皮俑#  吴邪:需要我强到什么程度 老天才会放过我 我不怕死，但是离别太痛苦了 朱一龙吴邪冲呀@朱一龙 ​​​（图侵删） ​​​,0,2小时前,是
